"","race_code","sex_code","ethnic_code","age_group","party_cd","gender_code","congressional_dist","presidential","n","n_registered"
"2978","B","M","UN","25-44","DEM","M",10,0,475,6761
"2979","B","M","UN","25-44","DEM","M",10,1,66,638
"2980","B","M","UN","25-44","DEM","M",11,0,221,3357
"2981","B","M","UN","25-44","DEM","M",11,1,232,1840
"2982","B","M","UN","25-44","DEM","M",12,0,1278,15203
"2983","B","M","UN","25-44","DEM","M",13,0,748,10493
"2984","B","M","UN","25-44","DEM","M",13,1,672,5012
"2985","B","M","UN","25-44","GRE","M",2,0,0,1
"2986","B","M","UN","25-44","GRE","M",4,0,2,3
"2987","B","M","UN","25-44","LIB","M",1,0,3,16
"2988","B","M","UN","25-44","LIB","M",2,0,4,54
"2989","B","M","UN","25-44","LIB","M",3,0,2,8
"2990","B","M","UN","25-44","LIB","M",4,0,8,104
"2991","B","M","UN","25-44","LIB","M",4,1,0,2
"2992","B","M","UN","25-44","LIB","M",5,1,0,2
"2993","B","M","UN","25-44","LIB","M",6,0,0,11
"2994","B","M","UN","25-44","LIB","M",7,0,5,16
"2995","B","M","UN","25-44","LIB","M",8,0,3,58
"2996","B","M","UN","25-44","LIB","M",8,1,3,52
"2997","B","M","UN","25-44","LIB","M",9,0,6,46
"2998","B","M","UN","25-44","LIB","M",10,0,0,11
"2999","B","M","UN","25-44","LIB","M",10,1,0,2
"3000","B","M","UN","25-44","LIB","M",12,0,6,46
"3001","B","M","UN","25-44","LIB","M",13,0,3,18
"3002","B","M","UN","25-44","LIB","M",13,1,1,8
"3003","B","M","UN","25-44","REP","M",1,0,21,463
"3004","B","M","UN","25-44","REP","M",2,0,28,426
"3005","B","M","UN","25-44","REP","M",3,0,30,721
"3006","B","M","UN","25-44","REP","M",3,1,14,152
"3007","B","M","UN","25-44","REP","M",4,0,44,926
"3008","B","M","UN","25-44","REP","M",4,1,0,9
"3009","B","M","UN","25-44","REP","M",5,0,4,34
"3010","B","M","UN","25-44","REP","M",5,1,5,83
"3011","B","M","UN","25-44","REP","M",6,0,4,107
"3012","B","M","UN","25-44","REP","M",7,0,18,445
"3013","B","M","UN","25-44","REP","M",7,1,11,134
"3014","B","M","UN","25-44","REP","M",8,0,31,837
"3015","B","M","UN","25-44","REP","M",8,1,56,738
"3016","B","M","UN","25-44","REP","M",9,0,35,756
"3017","B","M","UN","25-44","REP","M",10,0,12,199
"3018","B","M","UN","25-44","REP","M",10,1,3,19
"3019","B","M","UN","25-44","REP","M",11,0,9,114
"3020","B","M","UN","25-44","REP","M",11,1,11,106
"3021","B","M","UN","25-44","REP","M",12,0,26,561
"3022","B","M","UN","25-44","REP","M",13,0,16,215
"3023","B","M","UN","25-44","REP","M",13,1,12,141
"3024","B","M","UN","25-44","UNA","M",1,0,183,3732
"3025","B","M","UN","25-44","UNA","M",2,0,341,4547
"3026","B","M","UN","25-44","UNA","M",3,0,225,4515
"3027","B","M","UN","25-44","UNA","M",3,1,78,882
"3028","B","M","UN","25-44","UNA","M",4,0,758,10586
"3029","B","M","UN","25-44","UNA","M",4,1,10,93
"3030","B","M","UN","25-44","UNA","M",5,0,39,963
"3031","B","M","UN","25-44","UNA","M",5,1,52,546
"3032","B","M","UN","25-44","UNA","M",6,0,64,1043
"3033","B","M","UN","25-44","UNA","M",7,0,199,3937
"3034","B","M","UN","25-44","UNA","M",7,1,60,580
"3035","B","M","UN","25-44","UNA","M",8,0,381,6425
"3036","B","M","UN","25-44","UNA","M",8,1,534,5280
"3037","B","M","UN","25-44","UNA","M",9,0,468,5633
"3038","B","M","UN","25-44","UNA","M",10,0,119,1773
"3039","B","M","UN","25-44","UNA","M",10,1,12,130
"3040","B","M","UN","25-44","UNA","M",11,0,84,1209
"3041","B","M","UN","25-44","UNA","M",11,1,80,626
"3042","B","M","UN","25-44","UNA","M",12,0,374,4252
"3043","B","M","UN","25-44","UNA","M",13,0,168,2515
"3044","B","M","UN","25-44","UNA","M",13,1,113,971
"3045","B","M","UN","45-64","DEM","M",1,0,2416,16621
"3046","B","M","UN","45-64","DEM","M",2,0,1402,9142
"3047","B","M","UN","45-64","DEM","M",3,0,1768,12340
"3048","B","M","UN","45-64","DEM","M",3,1,518,2746
"3049","B","M","UN","45-64","DEM","M",4,0,3417,23986
"3050","B","M","UN","45-64","DEM","M",4,1,87,382
"3051","B","M","UN","45-64","DEM","M",5,0,439,3326
"3052","B","M","UN","45-64","DEM","M",5,1,562,2816
"3053","B","M","UN","45-64","DEM","M",6,0,411,2799
"3054","B","M","UN","45-64","DEM","M",7,0,1516,10666
"3055","B","M","UN","45-64","DEM","M",7,1,380,1842
"3056","B","M","UN","45-64","DEM","M",8,0,2540,15646
"3057","B","M","UN","45-64","DEM","M",8,1,2639,12452
"3058","B","M","UN","45-64","DEM","M",9,0,2195,15927
"3059","B","M","UN","45-64","DEM","M",10,0,862,5925
"3060","B","M","UN","45-64","DEM","M",10,1,114,646
"3061","B","M","UN","45-64","DEM","M",11,0,370,2939
"3062","B","M","UN","45-64","DEM","M",11,1,332,1878
"3063","B","M","UN","45-64","DEM","M",12,0,1424,10861
"3064","B","M","UN","45-64","DEM","M",13,0,1414,9776
"3065","B","M","UN","45-64","DEM","M",13,1,1075,4942
"3066","B","M","UN","45-64","GRE","M",4,0,1,2
"3067","B","M","UN","45-64","LIB","M",1,0,2,4
"3068","B","M","UN","45-64","LIB","M",2,0,4,19
"3069","B","M","UN","45-64","LIB","M",3,0,1,2
"3070","B","M","UN","45-64","LIB","M",3,1,1,2
"3071","B","M","UN","45-64","LIB","M",4,0,7,33
"3072","B","M","UN","45-64","LIB","M",5,0,0,3
"3073","B","M","UN","45-64","LIB","M",7,0,1,12
"3074","B","M","UN","45-64","LIB","M",8,0,5,24
"3075","B","M","UN","45-64","LIB","M",8,1,2,12
"3076","B","M","UN","45-64","LIB","M",9,0,2,15
"3077","B","M","UN","45-64","LIB","M",10,0,0,2
"3078","B","M","UN","45-64","LIB","M",11,0,0,1
"3079","B","M","UN","45-64","LIB","M",12,0,2,15
"3080","B","M","UN","45-64","LIB","M",13,0,1,4
"3081","B","M","UN","45-64","LIB","M",13,1,1,2
"3082","B","M","UN","45-64","REP","M",1,0,38,363
"3083","B","M","UN","45-64","REP","M",2,0,48,345
"3084","B","M","UN","45-64","REP","M",3,0,69,542
"3085","B","M","UN","45-64","REP","M",3,1,16,122
"3086","B","M","UN","45-64","REP","M",4,0,97,771
"3087","B","M","UN","45-64","REP","M",4,1,2,8
"3088","B","M","UN","45-64","REP","M",5,0,8,101
"3089","B","M","UN","45-64","REP","M",5,1,8,70
"3090","B","M","UN","45-64","REP","M",6,0,8,63
"3091","B","M","UN","45-64","REP","M",7,0,40,427
"3092","B","M","UN","45-64","REP","M",7,1,17,102
"3093","B","M","UN","45-64","REP","M",8,0,79,634
"3094","B","M","UN","45-64","REP","M",8,1,77,514
"3095","B","M","UN","45-64","REP","M",9,0,58,525
"3096","B","M","UN","45-64","REP","M",10,0,16,127
"3097","B","M","UN","45-64","REP","M",10,1,1,12
"3098","B","M","UN","45-64","REP","M",11,0,12,112
"3099","B","M","UN","45-64","REP","M",11,1,10,76
"3100","B","M","UN","45-64","REP","M",12,0,40,352
"3101","B","M","UN","45-64","REP","M",13,0,38,274
"3102","B","M","UN","45-64","REP","M",13,1,18,106
"3103","B","M","UN","45-64","UNA","M",1,0,222,2034
"3104","B","M","UN","45-64","UNA","M",2,0,337,2170
"3105","B","M","UN","45-64","UNA","M",3,0,262,2087
"3106","B","M","UN","45-64","UNA","M",3,1,83,456
"3107","B","M","UN","45-64","UNA","M",4,0,696,4983
"3108","B","M","UN","45-64","UNA","M",4,1,16,67
"3109","B","M","UN","45-64","UNA","M",5,0,41,442
"3110","B","M","UN","45-64","UNA","M",5,1,42,349
"3111","B","M","UN","45-64","UNA","M",6,0,54,489
"3112","B","M","UN","45-64","UNA","M",7,0,264,2152
"3113","B","M","UN","45-64","UNA","M",7,1,71,306
"3114","B","M","UN","45-64","UNA","M",8,0,501,3324
"3115","B","M","UN","45-64","UNA","M",8,1,500,2500
"3116","B","M","UN","45-64","UNA","M",9,0,448,3103
"3117","B","M","UN","45-64","UNA","M",10,0,114,951
"3118","B","M","UN","45-64","UNA","M",10,1,10,87
"3119","B","M","UN","45-64","UNA","M",11,0,71,652
"3120","B","M","UN","45-64","UNA","M",11,1,55,356
"3121","B","M","UN","45-64","UNA","M",12,0,293,2137
"3122","B","M","UN","45-64","UNA","M",13,0,229,1550
"3123","B","M","UN","45-64","UNA","M",13,1,121,641
"3124","B","M","UN","65+","DEM","M",1,0,1175,7955
"3125","B","M","UN","65+","DEM","M",2,0,414,2704
"3126","B","M","UN","65+","DEM","M",3,0,878,5677
"3127","B","M","UN","65+","DEM","M",3,1,187,1032
"3128","B","M","UN","65+","DEM","M",4,0,1191,7965
"3129","B","M","UN","65+","DEM","M",4,1,38,179
"3130","B","M","UN","65+","DEM","M",5,0,158,1323
"3131","B","M","UN","65+","DEM","M",5,1,156,840
"3132","B","M","UN","65+","DEM","M",6,0,178,1122
"3133","B","M","UN","65+","DEM","M",7,0,771,4731
"3134","B","M","UN","65+","DEM","M",7,1,205,868
"3135","B","M","UN","65+","DEM","M",8,0,907,5157
"3136","B","M","UN","65+","DEM","M",8,1,750,3396
"3137","B","M","UN","65+","DEM","M",9,0,766,5320
"3138","B","M","UN","65+","DEM","M",10,0,372,2419
"3139","B","M","UN","65+","DEM","M",10,1,34,162
"3140","B","M","UN","65+","DEM","M",11,0,162,1064
"3141","B","M","UN","65+","DEM","M",11,1,102,564
"3142","B","M","UN","65+","DEM","M",12,0,438,3119
"3143","B","M","UN","65+","DEM","M",13,0,588,3974
"3144","B","M","UN","65+","DEM","M",13,1,365,1725
"3145","B","M","UN","65+","REP","M",1,0,16,119
"3146","B","M","UN","65+","REP","M",2,0,17,96
"3147","B","M","UN","65+","REP","M",3,0,22,139
"3148","B","M","UN","65+","REP","M",3,1,6,26
"3149","B","M","UN","65+","REP","M",4,0,26,199
"3150","B","M","UN","65+","REP","M",5,0,5,36
"3151","B","M","UN","65+","REP","M",5,1,3,20
"3152","B","M","UN","65+","REP","M",6,0,5,26
"3153","B","M","UN","65+","REP","M",7,0,21,98
"3154","B","M","UN","65+","REP","M",7,1,6,24
"3155","B","M","UN","65+","REP","M",8,0,24,153
"3156","B","M","UN","65+","REP","M",8,1,19,108
"3157","B","M","UN","65+","REP","M",9,0,16,104
"3158","B","M","UN","65+","REP","M",10,0,8,39
"3159","B","M","UN","65+","REP","M",11,0,3,28
"3160","B","M","UN","65+","REP","M",11,1,2,20
"3161","B","M","UN","65+","REP","M",12,0,8,68
"3162","B","M","UN","65+","REP","M",13,0,14,93
"3163","B","M","UN","65+","REP","M",13,1,7,40
"3164","B","M","UN","65+","UNA","M",1,0,78,542
"3165","B","M","UN","65+","UNA","M",2,0,76,424
"3166","B","M","UN","65+","UNA","M",3,0,91,593
"3167","B","M","UN","65+","UNA","M",3,1,18,100
"3168","B","M","UN","65+","UNA","M",4,0,161,1030
"3169","B","M","UN","65+","UNA","M",4,1,6,19
"3170","B","M","UN","65+","UNA","M",5,0,16,109
"3171","B","M","UN","65+","UNA","M",5,1,12,60
"3172","B","M","UN","65+","UNA","M",6,0,22,139
"3173","B","M","UN","65+","UNA","M",7,0,81,546
"3174","B","M","UN","65+","UNA","M",7,1,22,92
"3175","B","M","UN","65+","UNA","M",8,0,115,678
"3176","B","M","UN","65+","UNA","M",8,1,98,466
"3177","B","M","UN","65+","UNA","M",9,0,88,610
"3178","B","M","UN","65+","UNA","M",10,0,36,240
"3179","B","M","UN","65+","UNA","M",10,1,4,14
"3180","B","M","UN","65+","UNA","M",11,0,19,168
"3181","B","M","UN","65+","UNA","M",11,1,9,84
"3182","B","M","UN","65+","UNA","M",12,0,60,403
"3183","B","M","UN","65+","UNA","M",13,0,59,424
"3184","B","M","UN","65+","UNA","M",13,1,33,159
"3185","B","U","HL","18-24","DEM","U",2,0,0,2
"3186","B","U","HL","18-24","DEM","U",4,0,0,2
"3187","B","U","HL","18-24","DEM","U",8,1,1,4
"3188","B","U","HL","18-24","DEM","U",9,0,0,2
"3189","B","U","HL","18-24","DEM","U",12,0,0,2
"3190","B","U","HL","18-24","REP","U",13,1,1,2
"3191","B","U","HL","25-44","DEM","U",2,0,1,8
"3192","B","U","HL","25-44","DEM","U",4,0,1,8
"3193","B","U","HL","25-44","DEM","U",8,0,5,16
"3194","B","U","HL","25-44","DEM","U",8,1,7,16
"3195","B","U","HL","25-44","DEM","U",9,0,0,4
"3196","B","U","HL","25-44","DEM","U",12,0,0,4
"3197","B","U","HL","25-44","UNA","U",2,0,0,1
"3198","B","U","HL","25-44","UNA","U",4,0,0,1
"3199","B","U","HL","45-64","DEM","U",2,0,1,2
"3200","B","U","HL","45-64","DEM","U",4,0,1,2
"3201","B","U","HL","45-64","DEM","U",8,0,3,12
"3202","B","U","HL","45-64","DEM","U",8,1,1,4
"3203","B","U","HL","45-64","REP","U",6,0,0,1
"3204","B","U","HL","45-64","REP","U",10,0,0,1
"3205","B","U","HL","45-64","UNA","U",8,0,1,2
"3206","B","U","HL","45-64","UNA","U",8,1,1,2
"3207","B","U","HL","65+","DEM","U",3,0,1,2
"3208","B","U","HL","65+","DEM","U",3,1,1,2
"3209","B","U","HL","65+","DEM","U",9,0,1,2
"3210","B","U","NL","18-24","DEM","U",1,0,10,116
"3211","B","U","NL","18-24","DEM","U",2,0,11,66
"3212","B","U","NL","18-24","DEM","U",3,0,6,104
"3213","B","U","NL","18-24","DEM","U",4,0,20,112
"3214","B","U","NL","18-24","DEM","U",5,0,2,6
"3215","B","U","NL","18-24","DEM","U",5,1,2,4
"3216","B","U","NL","18-24","DEM","U",6,0,0,13
"3217","B","U","NL","18-24","DEM","U",7,0,6,36
"3218","B","U","NL","18-24","DEM","U",7,1,1,2
"3219","B","U","NL","18-24","DEM","U",8,0,4,56
"3220","B","U","NL","18-24","DEM","U",8,1,18,74
"3221","B","U","NL","18-24","DEM","U",9,0,11,52
"3222","B","U","NL","18-24","DEM","U",10,0,0,14
"3223","B","U","NL","18-24","DEM","U",11,0,3,6
"3224","B","U","NL","18-24","DEM","U",11,1,1,2
"3225","B","U","NL","18-24","DEM","U",12,0,9,32
"3226","B","U","NL","18-24","DEM","U",13,0,1,7
"3227","B","U","NL","18-24","DEM","U",13,1,1,4
"3228","B","U","NL","18-24","REP","U",8,0,1,4
"3229","B","U","NL","18-24","REP","U",8,1,1,4
"3230","B","U","NL","18-24","REP","U",13,0,1,2
"3231","B","U","NL","18-24","UNA","U",1,0,4,48
"3232","B","U","NL","18-24","UNA","U",2,0,4,26
"3233","B","U","NL","18-24","UNA","U",3,0,3,46
"3234","B","U","NL","18-24","UNA","U",4,0,4,26
"3235","B","U","NL","18-24","UNA","U",5,1,1,2
"3236","B","U","NL","18-24","UNA","U",7,0,2,4
"3237","B","U","NL","18-24","UNA","U",7,1,2,8
"3238","B","U","NL","18-24","UNA","U",8,0,4,26
"3239","B","U","NL","18-24","UNA","U",8,1,9,34
"3240","B","U","NL","18-24","UNA","U",9,0,1,10
"3241","B","U","NL","18-24","UNA","U",10,0,0,1
"3242","B","U","NL","18-24","UNA","U",11,0,2,8
"3243","B","U","NL","18-24","UNA","U",11,1,1,2
"3244","B","U","NL","18-24","UNA","U",12,0,1,10
"3245","B","U","NL","18-24","UNA","U",13,0,1,7
"3246","B","U","NL","18-24","UNA","U",13,1,1,6
"3247","B","U","NL","25-44","DEM","U",1,0,22,316
"3248","B","U","NL","25-44","DEM","U",2,0,42,259
"3249","B","U","NL","25-44","DEM","U",3,0,21,289
"3250","B","U","NL","25-44","DEM","U",3,1,6,52
"3251","B","U","NL","25-44","DEM","U",4,0,70,795
"3252","B","U","NL","25-44","DEM","U",4,1,2,22
"3253","B","U","NL","25-44","DEM","U",5,0,3,14
"3254","B","U","NL","25-44","DEM","U",5,1,4,11
"3255","B","U","NL","25-44","DEM","U",6,0,2,58
"3256","B","U","NL","25-44","DEM","U",7,0,20,235
"3257","B","U","NL","25-44","DEM","U",7,1,3,22
"3258","B","U","NL","25-44","DEM","U",8,0,34,333
"3259","B","U","NL","25-44","DEM","U",8,1,66,342
"3260","B","U","NL","25-44","DEM","U",9,0,42,335
"3261","B","U","NL","25-44","DEM","U",10,0,3,74
"3262","B","U","NL","25-44","DEM","U",10,1,2,7
"3263","B","U","NL","25-44","DEM","U",11,0,2,24
"3264","B","U","NL","25-44","DEM","U",11,1,2,22
"3265","B","U","NL","25-44","DEM","U",12,0,29,227
"3266","B","U","NL","25-44","DEM","U",13,0,11,69
"3267","B","U","NL","25-44","DEM","U",13,1,6,46
"3268","B","U","NL","25-44","LIB","U",9,0,1,4
"3269","B","U","NL","25-44","REP","U",1,0,0,2
"3270","B","U","NL","25-44","REP","U",4,0,0,2
"3271","B","U","NL","25-44","REP","U",5,0,0,1
"3272","B","U","NL","25-44","REP","U",5,1,0,1
"3273","B","U","NL","25-44","REP","U",8,0,1,4
"3274","B","U","NL","25-44","REP","U",8,1,1,4
"3275","B","U","NL","25-44","REP","U",10,0,0,1
"3276","B","U","NL","25-44","REP","U",10,1,0,1
"3277","B","U","NL","25-44","REP","U",11,1,1,2
"3278","B","U","NL","25-44","UNA","U",1,0,2,35
"3279","B","U","NL","25-44","UNA","U",2,0,14,64
"3280","B","U","NL","25-44","UNA","U",3,0,10,81
"3281","B","U","NL","25-44","UNA","U",3,1,2,6
"3282","B","U","NL","25-44","UNA","U",4,0,22,147
"3283","B","U","NL","25-44","UNA","U",4,1,1,3
"3284","B","U","NL","25-44","UNA","U",5,0,1,3
"3285","B","U","NL","25-44","UNA","U",5,1,1,2
"3286","B","U","NL","25-44","UNA","U",6,0,2,10
"3287","B","U","NL","25-44","UNA","U",7,0,8,52
"3288","B","U","NL","25-44","UNA","U",7,1,3,8
"3289","B","U","NL","25-44","UNA","U",8,0,8,98
"3290","B","U","NL","25-44","UNA","U",8,1,12,90
"3291","B","U","NL","25-44","UNA","U",9,0,8,98
"3292","B","U","NL","25-44","UNA","U",10,0,4,15
"3293","B","U","NL","25-44","UNA","U",12,0,6,54
"3294","B","U","NL","25-44","UNA","U",13,0,2,7
"3295","B","U","NL","25-44","UNA","U",13,1,2,9
"3296","B","U","NL","45-64","DEM","U",1,0,27,204
"3297","B","U","NL","45-64","DEM","U",2,0,36,191
"3298","B","U","NL","45-64","DEM","U",3,0,19,175
"3299","B","U","NL","45-64","DEM","U",3,1,2,14
"3300","B","U","NL","45-64","DEM","U",4,0,70,511
"3301","B","U","NL","45-64","DEM","U",4,1,6,15
"3302","B","U","NL","45-64","DEM","U",5,0,4,8
"3303","B","U","NL","45-64","DEM","U",5,1,4,17
"3304","B","U","NL","45-64","DEM","U",6,0,6,39
"3305","B","U","NL","45-64","DEM","U",7,0,23,130
"3306","B","U","NL","45-64","DEM","U",7,1,3,12
"3307","B","U","NL","45-64","DEM","U",8,0,42,249
"3308","B","U","NL","45-64","DEM","U",8,1,43,194
"3309","B","U","NL","45-64","DEM","U",9,0,51,278
"3310","B","U","NL","45-64","DEM","U",10,0,11,58
"3311","B","U","NL","45-64","DEM","U",10,1,1,3
"3312","B","U","NL","45-64","DEM","U",11,0,6,26
"3313","B","U","NL","45-64","DEM","U",11,1,3,18
"3314","B","U","NL","45-64","DEM","U",12,0,28,164
"3315","B","U","NL","45-64","DEM","U",13,0,7,59
"3316","B","U","NL","45-64","DEM","U",13,1,12,47
"3317","B","U","NL","45-64","REP","U",1,0,0,4
"3318","B","U","NL","45-64","REP","U",3,0,0,4
"3319","B","U","NL","45-64","REP","U",4,0,2,12
"3320","B","U","NL","45-64","REP","U",7,0,1,2
"3321","B","U","NL","45-64","REP","U",8,0,1,2
"3322","B","U","NL","45-64","REP","U",8,1,1,2
"3323","B","U","NL","45-64","REP","U",9,0,0,2
"3324","B","U","NL","45-64","REP","U",12,0,0,2
"3325","B","U","NL","45-64","UNA","U",1,0,4,22
"3326","B","U","NL","45-64","UNA","U",2,0,6,39
"3327","B","U","NL","45-64","UNA","U",3,0,4,22
"3328","B","U","NL","45-64","UNA","U",3,1,1,2
"3329","B","U","NL","45-64","UNA","U",4,0,10,91
"3330","B","U","NL","45-64","UNA","U",5,0,2,9
"3331","B","U","NL","45-64","UNA","U",5,1,2,7
"3332","B","U","NL","45-64","UNA","U",6,0,2,5
"3333","B","U","NL","45-64","UNA","U",7,0,2,20
"3334","B","U","NL","45-64","UNA","U",8,0,10,54
"3335","B","U","NL","45-64","UNA","U",8,1,8,36
"3336","B","U","NL","45-64","UNA","U",9,0,8,48
"3337","B","U","NL","45-64","UNA","U",10,0,2,6
"3338","B","U","NL","45-64","UNA","U",10,1,0,1
"3339","B","U","NL","45-64","UNA","U",12,0,5,32
"3340","B","U","NL","45-64","UNA","U",13,0,1,4
"3341","B","U","NL","65+","DEM","U",1,0,13,75
"3342","B","U","NL","65+","DEM","U",2,0,6,45
"3343","B","U","NL","65+","DEM","U",3,0,13,59
"3344","B","U","NL","65+","DEM","U",3,1,1,4
"3345","B","U","NL","65+","DEM","U",4,0,21,189
"3346","B","U","NL","65+","DEM","U",5,1,1,6
"3347","B","U","NL","65+","DEM","U",6,0,2,15
"3348","B","U","NL","65+","DEM","U",7,0,16,84
"3349","B","U","NL","65+","DEM","U",7,1,2,8
"3350","B","U","NL","65+","DEM","U",8,0,9,49
"3351","B","U","NL","65+","DEM","U",8,1,6,34
"3352","B","U","NL","65+","DEM","U",9,0,16,77
"3353","B","U","NL","65+","DEM","U",10,0,2,15
"3354","B","U","NL","65+","DEM","U",11,0,1,2
"3355","B","U","NL","65+","DEM","U",12,0,6,45
"3356","B","U","NL","65+","DEM","U",13,0,6,29
"3357","B","U","NL","65+","REP","U",1,0,0,2
"3358","B","U","NL","65+","REP","U",3,0,0,2
"3359","B","U","NL","65+","UNA","U",1,0,2,6
"3360","B","U","NL","65+","UNA","U",4,0,2,18
"3361","B","U","NL","65+","UNA","U",6,0,0,2
"3362","B","U","NL","65+","UNA","U",7,0,0,1
"3363","B","U","NL","65+","UNA","U",8,0,2,9
"3364","B","U","NL","65+","UNA","U",8,1,3,10
"3365","B","U","NL","65+","UNA","U",9,0,1,9
"3366","B","U","NL","65+","UNA","U",10,0,0,2
"3367","B","U","NL","65+","UNA","U",12,0,1,9
"3368","B","U","UN","18-24","CST","U",9,0,0,1
"3369","B","U","UN","18-24","CST","U",12,0,0,1
"3370","B","U","UN","18-24","DEM","U",1,0,49,437
"3371","B","U","UN","18-24","DEM","U",2,0,60,479
"3372","B","U","UN","18-24","DEM","U",3,0,46,460
"3373","B","U","UN","18-24","DEM","U",3,1,5,30
"3374","B","U","UN","18-24","DEM","U",4,0,85,687
"3375","B","U","UN","18-24","DEM","U",4,1,4,14
"3376","B","U","UN","18-24","DEM","U",5,0,3,41
"3377","B","U","UN","18-24","DEM","U",5,1,8,43
"3378","B","U","UN","18-24","DEM","U",6,0,16,208
"3379","B","U","UN","18-24","DEM","U",7,0,27,180
"3380","B","U","UN","18-24","DEM","U",7,1,4,24
"3381","B","U","UN","18-24","DEM","U",8,0,97,766
"3382","B","U","UN","18-24","DEM","U",8,1,188,768
"3383","B","U","UN","18-24","DEM","U",9,0,30,308
"3384","B","U","UN","18-24","DEM","U",10,0,19,227
"3385","B","U","UN","18-24","DEM","U",10,1,1,7
"3386","B","U","UN","18-24","DEM","U",11,0,2,10
"3387","B","U","UN","18-24","DEM","U",11,1,2,12
"3388","B","U","UN","18-24","DEM","U",12,0,24,252
"3389","B","U","UN","18-24","DEM","U",13,0,15,119
"3390","B","U","UN","18-24","DEM","U",13,1,18,82
"3391","B","U","UN","18-24","GRE","U",1,0,1,2
"3392","B","U","UN","18-24","LIB","U",8,1,1,2
"3393","B","U","UN","18-24","LIB","U",11,0,1,2
"3394","B","U","UN","18-24","REP","U",1,0,0,9
"3395","B","U","UN","18-24","REP","U",3,0,3,21
"3396","B","U","UN","18-24","REP","U",3,1,1,2
"3397","B","U","UN","18-24","REP","U",6,0,1,3
"3398","B","U","UN","18-24","REP","U",8,1,3,26
"3399","B","U","UN","18-24","REP","U",9,0,2,11
"3400","B","U","UN","18-24","REP","U",10,0,1,3
"3401","B","U","UN","18-24","REP","U",12,0,1,9
"3402","B","U","UN","18-24","REP","U",13,0,1,4
"3403","B","U","UN","18-24","UNA","U",1,0,19,185
"3404","B","U","UN","18-24","UNA","U",2,0,20,259
"3405","B","U","UN","18-24","UNA","U",3,0,12,179
"3406","B","U","UN","18-24","UNA","U",3,1,3,18
"3407","B","U","UN","18-24","UNA","U",4,0,38,387
"3408","B","U","UN","18-24","UNA","U",4,1,0,2
"3409","B","U","UN","18-24","UNA","U",5,0,2,8
"3410","B","U","UN","18-24","UNA","U",5,1,2,5
"3411","B","U","UN","18-24","UNA","U",6,0,4,88
"3412","B","U","UN","18-24","UNA","U",7,0,10,116
"3413","B","U","UN","18-24","UNA","U",7,1,1,8
"3414","B","U","UN","18-24","UNA","U",8,0,40,608
"3415","B","U","UN","18-24","UNA","U",8,1,87,578
"3416","B","U","UN","18-24","UNA","U",9,0,9,155
"3417","B","U","UN","18-24","UNA","U",10,0,5,102
"3418","B","U","UN","18-24","UNA","U",10,1,2,5
"3419","B","U","UN","18-24","UNA","U",11,0,1,4
"3420","B","U","UN","18-24","UNA","U",11,1,1,8
"3421","B","U","UN","18-24","UNA","U",12,0,8,147
"3422","B","U","UN","18-24","UNA","U",13,0,7,110
"3423","B","U","UN","18-24","UNA","U",13,1,2,12
"3424","B","U","UN","25-44","DEM","U",1,0,95,1003
"3425","B","U","UN","25-44","DEM","U",2,0,154,805
"3426","B","U","UN","25-44","DEM","U",3,0,76,915
"3427","B","U","UN","25-44","DEM","U",3,1,18,144
"3428","B","U","UN","25-44","DEM","U",4,0,232,1593
"3429","B","U","UN","25-44","DEM","U",4,1,8,41
"3430","B","U","UN","25-44","DEM","U",5,0,9,102
"3431","B","U","UN","25-44","DEM","U",5,1,12,74
"3432","B","U","UN","25-44","DEM","U",6,0,18,263
"3433","B","U","UN","25-44","DEM","U",7,0,80,684
"3434","B","U","UN","25-44","DEM","U",7,1,16,80
"3435","B","U","UN","25-44","DEM","U",8,0,235,2013
"3436","B","U","UN","25-44","DEM","U",8,1,400,1792
"3437","B","U","UN","25-44","DEM","U",9,0,106,1061
"3438","B","U","UN","25-44","DEM","U",10,0,24,311
"3439","B","U","UN","25-44","DEM","U",10,1,4,24
"3440","B","U","UN","25-44","DEM","U",11,0,9,65
"3441","B","U","UN","25-44","DEM","U",11,1,10,40
"3442","B","U","UN","25-44","DEM","U",12,0,82,871
"3443","B","U","UN","25-44","DEM","U",13,0,43,402
"3444","B","U","UN","25-44","DEM","U",13,1,34,203
"3445","B","U","UN","25-44","LIB","U",5,0,0,1
"3446","B","U","UN","25-44","LIB","U",9,0,0,4
"3447","B","U","UN","25-44","LIB","U",11,0,0,1
"3448","B","U","UN","25-44","LIB","U",12,0,0,4
"3449","B","U","UN","25-44","REP","U",1,0,1,6
"3450","B","U","UN","25-44","REP","U",2,0,4,15
"3451","B","U","UN","25-44","REP","U",3,0,1,8
"3452","B","U","UN","25-44","REP","U",4,0,4,15
"3453","B","U","UN","25-44","REP","U",6,0,0,4
"3454","B","U","UN","25-44","REP","U",7,0,2,4
"3455","B","U","UN","25-44","REP","U",7,1,1,4
"3456","B","U","UN","25-44","REP","U",8,0,8,62
"3457","B","U","UN","25-44","REP","U",8,1,4,32
"3458","B","U","UN","25-44","REP","U",9,0,1,35
"3459","B","U","UN","25-44","REP","U",10,0,0,5
"3460","B","U","UN","25-44","REP","U",12,0,1,35
"3461","B","U","UN","25-44","REP","U",13,0,0,1
"3462","B","U","UN","25-44","UNA","U",1,0,15,208
