"","race_code","sex_code","ethnic_code","age_group","county_desc","election_lbl","voted_party_cd","n","party_cd","n_registered","gender_code"
"41827","W","U","UN","18-24","LINCOLN","11/06/2018","DEM",1,"DEM",6,"U"
"41828","W","U","UN","18-24","LINCOLN","11/06/2018","REP",8,"REP",52,"U"
"41829","W","U","UN","18-24","LINCOLN","11/06/2018","UNA",2,"UNA",32,"U"
"41830","W","U","UN","18-24","MACON","11/06/2018","DEM",1,"DEM",4,"U"
"41831","W","U","UN","18-24","MADISON","11/06/2018","DEM",2,"DEM",4,"U"
"41832","W","U","UN","18-24","MARTIN","11/06/2018","DEM",1,"DEM",2,"U"
"41833","W","U","UN","18-24","MARTIN","11/06/2018","UNA",1,"UNA",10,"U"
"41834","W","U","UN","18-24","MECKLENBURG","11/06/2018","DEM",32,"DEM",158,"U"
"41835","W","U","UN","18-24","MECKLENBURG","11/06/2018","REP",40,"REP",278,"U"
"41836","W","U","UN","18-24","MECKLENBURG","11/06/2018","UNA",36,"UNA",326,"U"
"41837","W","U","UN","18-24","MITCHELL","11/06/2018","REP",1,"REP",8,"U"
"41838","W","U","UN","18-24","MITCHELL","11/06/2018","UNA",1,"UNA",8,"U"
"41839","W","U","UN","18-24","MONTGOMERY","11/06/2018","DEM",5,"DEM",10,"U"
"41840","W","U","UN","18-24","MONTGOMERY","11/06/2018","REP",1,"REP",6,"U"
"41841","W","U","UN","18-24","MOORE","11/06/2018","DEM",1,"DEM",2,"U"
"41842","W","U","UN","18-24","MOORE","11/06/2018","REP",3,"REP",6,"U"
"41843","W","U","UN","18-24","NASH","11/06/2018","REP",9,"REP",30,"U"
"41844","W","U","UN","18-24","NASH","11/06/2018","UNA",3,"UNA",8,"U"
"41845","W","U","UN","18-24","NEW HANOVER","11/06/2018","DEM",58,"DEM",310,"U"
"41846","W","U","UN","18-24","NEW HANOVER","11/06/2018","LIB",3,"LIB",12,"U"
"41847","W","U","UN","18-24","NEW HANOVER","11/06/2018","REP",39,"REP",356,"U"
"41848","W","U","UN","18-24","NEW HANOVER","11/06/2018","UNA",78,"UNA",708,"U"
"41849","W","U","UN","18-24","ONSLOW","11/06/2018","DEM",3,"DEM",34,"U"
"41850","W","U","UN","18-24","ONSLOW","11/06/2018","REP",3,"REP",64,"U"
"41851","W","U","UN","18-24","ONSLOW","11/06/2018","UNA",3,"UNA",70,"U"
"41852","W","U","UN","18-24","ORANGE","11/06/2018","DEM",14,"DEM",70,"U"
"41853","W","U","UN","18-24","ORANGE","11/06/2018","REP",5,"REP",28,"U"
"41854","W","U","UN","18-24","ORANGE","11/06/2018","UNA",15,"UNA",60,"U"
"41855","W","U","UN","18-24","PASQUOTANK","11/06/2018","REP",1,"REP",14,"U"
"41856","W","U","UN","18-24","PASQUOTANK","11/06/2018","UNA",2,"UNA",22,"U"
"41857","W","U","UN","18-24","PENDER","11/06/2018","REP",4,"REP",18,"U"
"41858","W","U","UN","18-24","PENDER","11/06/2018","UNA",4,"UNA",24,"U"
"41859","W","U","UN","18-24","PERSON","11/06/2018","REP",1,"REP",10,"U"
"41860","W","U","UN","18-24","PITT","11/06/2018","DEM",17,"DEM",152,"U"
"41861","W","U","UN","18-24","PITT","11/06/2018","LIB",3,"LIB",20,"U"
"41862","W","U","UN","18-24","PITT","11/06/2018","REP",23,"REP",366,"U"
"41863","W","U","UN","18-24","PITT","11/06/2018","UNA",23,"UNA",442,"U"
"41864","W","U","UN","18-24","RANDOLPH","11/06/2018","DEM",1,"DEM",4,"U"
"41865","W","U","UN","18-24","RANDOLPH","11/06/2018","REP",7,"REP",46,"U"
"41866","W","U","UN","18-24","RANDOLPH","11/06/2018","UNA",1,"UNA",20,"U"
"41867","W","U","UN","18-24","RICHMOND","11/06/2018","UNA",1,"UNA",10,"U"
"41868","W","U","UN","18-24","ROBESON","11/06/2018","REP",2,"REP",6,"U"
"41869","W","U","UN","18-24","ROWAN","11/06/2018","REP",9,"REP",56,"U"
"41870","W","U","UN","18-24","ROWAN","11/06/2018","UNA",8,"UNA",56,"U"
"41871","W","U","UN","18-24","RUTHERFORD","11/06/2018","DEM",1,"DEM",8,"U"
"41872","W","U","UN","18-24","RUTHERFORD","11/06/2018","REP",2,"REP",12,"U"
"41873","W","U","UN","18-24","SAMPSON","11/06/2018","REP",4,"REP",28,"U"
"41874","W","U","UN","18-24","SAMPSON","11/06/2018","UNA",1,"UNA",8,"U"
"41875","W","U","UN","18-24","SCOTLAND","11/06/2018","DEM",1,"DEM",6,"U"
"41876","W","U","UN","18-24","SCOTLAND","11/06/2018","UNA",1,"UNA",4,"U"
"41877","W","U","UN","18-24","STANLY","11/06/2018","REP",3,"REP",12,"U"
"41878","W","U","UN","18-24","STANLY","11/06/2018","UNA",2,"UNA",22,"U"
"41879","W","U","UN","18-24","STOKES","11/06/2018","UNA",1,"UNA",2,"U"
"41880","W","U","UN","18-24","SURRY","11/06/2018","DEM",2,"DEM",8,"U"
"41881","W","U","UN","18-24","SURRY","11/06/2018","REP",9,"REP",40,"U"
"41882","W","U","UN","18-24","SURRY","11/06/2018","UNA",1,"UNA",20,"U"
"41883","W","U","UN","18-24","TRANSYLVANIA","11/06/2018","REP",3,"REP",12,"U"
"41884","W","U","UN","18-24","TRANSYLVANIA","11/06/2018","UNA",2,"UNA",8,"U"
"41885","W","U","UN","18-24","TYRRELL","11/06/2018","UNA",1,"UNA",2,"U"
"41886","W","U","UN","18-24","UNION","11/06/2018","DEM",3,"DEM",26,"U"
"41887","W","U","UN","18-24","UNION","11/06/2018","REP",18,"REP",94,"U"
"41888","W","U","UN","18-24","UNION","11/06/2018","UNA",10,"UNA",84,"U"
"41889","W","U","UN","18-24","VANCE","11/06/2018","REP",1,"REP",4,"U"
"41890","W","U","UN","18-24","WAKE","11/06/2018","DEM",160,"DEM",694,"U"
"41891","W","U","UN","18-24","WAKE","11/06/2018","GRE",1,"GRE",2,"U"
"41892","W","U","UN","18-24","WAKE","11/06/2018","LIB",4,"LIB",26,"U"
"41893","W","U","UN","18-24","WAKE","11/06/2018","REP",134,"REP",1082,"U"
"41894","W","U","UN","18-24","WAKE","11/06/2018","UNA",207,"UNA",1344,"U"
"41895","W","U","UN","18-24","WARREN","11/06/2018","UNA",1,"UNA",4,"U"
"41896","W","U","UN","18-24","WATAUGA","11/06/2018","DEM",8,"DEM",22,"U"
"41897","W","U","UN","18-24","WATAUGA","11/06/2018","LIB",1,"LIB",4,"U"
"41898","W","U","UN","18-24","WATAUGA","11/06/2018","REP",2,"REP",10,"U"
"41899","W","U","UN","18-24","WATAUGA","11/06/2018","UNA",10,"UNA",50,"U"
"41900","W","U","UN","18-24","WAYNE","11/06/2018","DEM",5,"DEM",20,"U"
"41901","W","U","UN","18-24","WAYNE","11/06/2018","REP",21,"REP",146,"U"
"41902","W","U","UN","18-24","WAYNE","11/06/2018","UNA",9,"UNA",62,"U"
"41903","W","U","UN","18-24","WILKES","11/06/2018","REP",7,"REP",60,"U"
"41904","W","U","UN","18-24","WILKES","11/06/2018","UNA",8,"UNA",54,"U"
"41905","W","U","UN","18-24","WILSON","11/06/2018","REP",1,"REP",16,"U"
"41906","W","U","UN","18-24","WILSON","11/06/2018","UNA",2,"UNA",28,"U"
"41907","W","U","UN","18-24","YADKIN","11/06/2018","DEM",1,"DEM",4,"U"
"41908","W","U","UN","18-24","YADKIN","11/06/2018","REP",3,"REP",28,"U"
"41909","W","U","UN","18-24","YADKIN","11/06/2018","UNA",2,"UNA",16,"U"
"41910","W","U","UN","18-24","YANCEY","11/06/2018","DEM",1,"DEM",8,"U"
"41911","W","U","UN","18-24","YANCEY","11/06/2018","REP",2,"REP",6,"U"
"41912","W","U","UN","18-24","YANCEY","11/06/2018","UNA",5,"UNA",24,"U"
"41913","W","U","UN","25-44","ALAMANCE","11/06/2018","DEM",9,"DEM",64,"U"
"41914","W","U","UN","25-44","ALAMANCE","11/06/2018","REP",10,"REP",72,"U"
"41915","W","U","UN","25-44","ALAMANCE","11/06/2018","UNA",12,"UNA",92,"U"
"41916","W","U","UN","25-44","ALEXANDER","11/06/2018","DEM",2,"DEM",20,"U"
"41917","W","U","UN","25-44","ALEXANDER","11/06/2018","REP",5,"REP",36,"U"
"41918","W","U","UN","25-44","ALEXANDER","11/06/2018","UNA",6,"UNA",22,"U"
"41919","W","U","UN","25-44","ALLEGHANY","11/06/2018","DEM",1,"DEM",4,"U"
"41920","W","U","UN","25-44","ALLEGHANY","11/06/2018","UNA",1,"UNA",4,"U"
"41921","W","U","UN","25-44","ASHE","11/06/2018","DEM",3,"DEM",18,"U"
"41922","W","U","UN","25-44","ASHE","11/06/2018","REP",1,"REP",8,"U"
"41923","W","U","UN","25-44","ASHE","11/06/2018","UNA",2,"UNA",6,"U"
"41924","W","U","UN","25-44","AVERY","11/06/2018","DEM",1,"DEM",2,"U"
"41925","W","U","UN","25-44","BEAUFORT","11/06/2018","DEM",3,"DEM",22,"U"
"41926","W","U","UN","25-44","BEAUFORT","11/06/2018","LIB",2,"LIB",4,"U"
"41927","W","U","UN","25-44","BEAUFORT","11/06/2018","REP",14,"REP",70,"U"
"41928","W","U","UN","25-44","BEAUFORT","11/06/2018","UNA",6,"UNA",38,"U"
"41929","W","U","UN","25-44","BERTIE","11/06/2018","REP",4,"REP",18,"U"
"41930","W","U","UN","25-44","BERTIE","11/06/2018","UNA",3,"UNA",10,"U"
"41931","W","U","UN","25-44","BLADEN","11/06/2018","DEM",1,"DEM",8,"U"
"41932","W","U","UN","25-44","BRUNSWICK","11/06/2018","DEM",19,"DEM",92,"U"
"41933","W","U","UN","25-44","BRUNSWICK","11/06/2018","REP",11,"REP",120,"U"
"41934","W","U","UN","25-44","BRUNSWICK","11/06/2018","UNA",14,"UNA",154,"U"
"41935","W","U","UN","25-44","BUNCOMBE","11/06/2018","DEM",72,"DEM",408,"U"
"41936","W","U","UN","25-44","BUNCOMBE","11/06/2018","GRE",2,"GRE",4,"U"
"41937","W","U","UN","25-44","BUNCOMBE","11/06/2018","REP",19,"REP",204,"U"
"41938","W","U","UN","25-44","BUNCOMBE","11/06/2018","UNA",44,"UNA",384,"U"
"41939","W","U","UN","25-44","BURKE","11/06/2018","DEM",4,"DEM",60,"U"
"41940","W","U","UN","25-44","BURKE","11/06/2018","REP",5,"REP",40,"U"
"41941","W","U","UN","25-44","BURKE","11/06/2018","UNA",6,"UNA",46,"U"
"41942","W","U","UN","25-44","CABARRUS","11/06/2018","DEM",10,"DEM",66,"U"
"41943","W","U","UN","25-44","CABARRUS","11/06/2018","REP",29,"REP",156,"U"
"41944","W","U","UN","25-44","CABARRUS","11/06/2018","UNA",35,"UNA",168,"U"
"41945","W","U","UN","25-44","CALDWELL","11/06/2018","REP",5,"REP",42,"U"
"41946","W","U","UN","25-44","CALDWELL","11/06/2018","UNA",1,"UNA",34,"U"
"41947","W","U","UN","25-44","CAMDEN","11/06/2018","UNA",1,"UNA",20,"U"
"41948","W","U","UN","25-44","CARTERET","11/06/2018","DEM",10,"DEM",58,"U"
"41949","W","U","UN","25-44","CARTERET","11/06/2018","LIB",1,"LIB",6,"U"
"41950","W","U","UN","25-44","CARTERET","11/06/2018","REP",20,"REP",150,"U"
"41951","W","U","UN","25-44","CARTERET","11/06/2018","UNA",15,"UNA",106,"U"
"41952","W","U","UN","25-44","CASWELL","11/06/2018","REP",1,"REP",8,"U"
"41953","W","U","UN","25-44","CATAWBA","11/06/2018","DEM",10,"DEM",60,"U"
"41954","W","U","UN","25-44","CATAWBA","11/06/2018","REP",14,"REP",112,"U"
"41955","W","U","UN","25-44","CATAWBA","11/06/2018","UNA",9,"UNA",90,"U"
"41956","W","U","UN","25-44","CHATHAM","11/06/2018","DEM",33,"DEM",190,"U"
"41957","W","U","UN","25-44","CHATHAM","11/06/2018","REP",24,"REP",172,"U"
"41958","W","U","UN","25-44","CHATHAM","11/06/2018","UNA",30,"UNA",222,"U"
"41959","W","U","UN","25-44","CHEROKEE","11/06/2018","DEM",2,"DEM",10,"U"
"41960","W","U","UN","25-44","CHOWAN","11/06/2018","DEM",1,"DEM",8,"U"
"41961","W","U","UN","25-44","CHOWAN","11/06/2018","UNA",1,"UNA",6,"U"
"41962","W","U","UN","25-44","CLAY","11/06/2018","REP",2,"REP",8,"U"
"41963","W","U","UN","25-44","CLAY","11/06/2018","UNA",2,"UNA",8,"U"
"41964","W","U","UN","25-44","CLEVELAND","11/06/2018","DEM",2,"DEM",20,"U"
"41965","W","U","UN","25-44","CLEVELAND","11/06/2018","REP",10,"REP",54,"U"
"41966","W","U","UN","25-44","CLEVELAND","11/06/2018","UNA",4,"UNA",40,"U"
"41967","W","U","UN","25-44","COLUMBUS","11/06/2018","REP",1,"REP",10,"U"
"41968","W","U","UN","25-44","COLUMBUS","11/06/2018","UNA",1,"UNA",10,"U"
"41969","W","U","UN","25-44","CRAVEN","11/06/2018","DEM",3,"DEM",38,"U"
"41970","W","U","UN","25-44","CRAVEN","11/06/2018","REP",11,"REP",96,"U"
"41971","W","U","UN","25-44","CRAVEN","11/06/2018","UNA",6,"UNA",72,"U"
"41972","W","U","UN","25-44","CUMBERLAND","11/06/2018","DEM",48,"DEM",372,"U"
"41973","W","U","UN","25-44","CUMBERLAND","11/06/2018","LIB",6,"LIB",34,"U"
"41974","W","U","UN","25-44","CUMBERLAND","11/06/2018","REP",94,"REP",936,"U"
"41975","W","U","UN","25-44","CUMBERLAND","11/06/2018","UNA",66,"UNA",776,"U"
"41976","W","U","UN","25-44","CURRITUCK","11/06/2018","DEM",3,"DEM",36,"U"
"41977","W","U","UN","25-44","CURRITUCK","11/06/2018","REP",5,"REP",32,"U"
"41978","W","U","UN","25-44","CURRITUCK","11/06/2018","UNA",2,"UNA",20,"U"
"41979","W","U","UN","25-44","DARE","11/06/2018","DEM",3,"DEM",20,"U"
"41980","W","U","UN","25-44","DARE","11/06/2018","REP",4,"REP",32,"U"
"41981","W","U","UN","25-44","DARE","11/06/2018","UNA",4,"UNA",34,"U"
"41982","W","U","UN","25-44","DAVIDSON","11/06/2018","DEM",3,"DEM",38,"U"
"41983","W","U","UN","25-44","DAVIDSON","11/06/2018","GRE",1,"GRE",2,"U"
"41984","W","U","UN","25-44","DAVIDSON","11/06/2018","LIB",1,"LIB",2,"U"
"41985","W","U","UN","25-44","DAVIDSON","11/06/2018","REP",8,"REP",66,"U"
"41986","W","U","UN","25-44","DAVIDSON","11/06/2018","UNA",4,"UNA",56,"U"
"41987","W","U","UN","25-44","DAVIE","11/06/2018","REP",1,"REP",8,"U"
"41988","W","U","UN","25-44","DAVIE","11/06/2018","UNA",4,"UNA",20,"U"
"41989","W","U","UN","25-44","DUPLIN","11/06/2018","DEM",2,"DEM",28,"U"
"41990","W","U","UN","25-44","DUPLIN","11/06/2018","REP",12,"REP",80,"U"
"41991","W","U","UN","25-44","DUPLIN","11/06/2018","UNA",7,"UNA",60,"U"
"41992","W","U","UN","25-44","DURHAM","11/06/2018","DEM",89,"DEM",400,"U"
"41993","W","U","UN","25-44","DURHAM","11/06/2018","REP",20,"REP",172,"U"
"41994","W","U","UN","25-44","DURHAM","11/06/2018","UNA",53,"UNA",370,"U"
"41995","W","U","UN","25-44","EDGECOMBE","11/06/2018","DEM",1,"DEM",8,"U"
"41996","W","U","UN","25-44","EDGECOMBE","11/06/2018","LIB",1,"LIB",2,"U"
"41997","W","U","UN","25-44","EDGECOMBE","11/06/2018","UNA",2,"UNA",16,"U"
"41998","W","U","UN","25-44","FORSYTH","11/06/2018","DEM",39,"DEM",218,"U"
"41999","W","U","UN","25-44","FORSYTH","11/06/2018","LIB",1,"LIB",8,"U"
"42000","W","U","UN","25-44","FORSYTH","11/06/2018","REP",35,"REP",258,"U"
"42001","W","U","UN","25-44","FORSYTH","11/06/2018","UNA",46,"UNA",342,"U"
"42002","W","U","UN","25-44","HARNETT","11/06/2018","DEM",2,"DEM",22,"U"
"42003","W","U","UN","25-44","HARNETT","11/06/2018","REP",5,"REP",44,"U"
"42004","W","U","UN","25-44","HARNETT","11/06/2018","UNA",2,"UNA",54,"U"
"42005","W","U","UN","25-44","HAYWOOD","11/06/2018","DEM",5,"DEM",26,"U"
"42006","W","U","UN","25-44","HAYWOOD","11/06/2018","REP",4,"REP",28,"U"
"42007","W","U","UN","25-44","HAYWOOD","11/06/2018","UNA",2,"UNA",48,"U"
"42008","W","U","UN","25-44","HENDERSON","11/06/2018","DEM",11,"DEM",42,"U"
"42009","W","U","UN","25-44","HENDERSON","11/06/2018","REP",5,"REP",34,"U"
"42010","W","U","UN","25-44","HENDERSON","11/06/2018","UNA",12,"UNA",62,"U"
"42011","W","U","UN","25-44","HERTFORD","11/06/2018","DEM",1,"DEM",4,"U"
"42012","W","U","UN","25-44","HOKE","11/06/2018","DEM",1,"DEM",4,"U"
"42013","W","U","UN","25-44","HOKE","11/06/2018","REP",4,"REP",12,"U"
"42014","W","U","UN","25-44","HOKE","11/06/2018","UNA",2,"UNA",4,"U"
"42015","W","U","UN","25-44","HYDE","11/06/2018","DEM",1,"DEM",4,"U"
"42016","W","U","UN","25-44","HYDE","11/06/2018","REP",1,"REP",4,"U"
"42017","W","U","UN","25-44","IREDELL","11/06/2018","DEM",13,"DEM",70,"U"
"42018","W","U","UN","25-44","IREDELL","11/06/2018","LIB",1,"LIB",2,"U"
"42019","W","U","UN","25-44","IREDELL","11/06/2018","REP",20,"REP",144,"U"
"42020","W","U","UN","25-44","IREDELL","11/06/2018","UNA",22,"UNA",120,"U"
"42021","W","U","UN","25-44","JACKSON","11/06/2018","DEM",15,"DEM",94,"U"
"42022","W","U","UN","25-44","JACKSON","11/06/2018","REP",5,"REP",72,"U"
"42023","W","U","UN","25-44","JACKSON","11/06/2018","UNA",8,"UNA",114,"U"
"42024","W","U","UN","25-44","JOHNSTON","11/06/2018","DEM",7,"DEM",50,"U"
"42025","W","U","UN","25-44","JOHNSTON","11/06/2018","LIB",1,"LIB",4,"U"
"42026","W","U","UN","25-44","JOHNSTON","11/06/2018","REP",28,"REP",138,"U"
"42027","W","U","UN","25-44","JOHNSTON","11/06/2018","UNA",15,"UNA",154,"U"
"42028","W","U","UN","25-44","JONES","11/06/2018","DEM",4,"DEM",10,"U"
"42029","W","U","UN","25-44","JONES","11/06/2018","REP",1,"REP",8,"U"
"42030","W","U","UN","25-44","JONES","11/06/2018","UNA",1,"UNA",2,"U"
"42031","W","U","UN","25-44","LEE","11/06/2018","DEM",1,"DEM",8,"U"
"42032","W","U","UN","25-44","LEE","11/06/2018","UNA",1,"UNA",10,"U"
"42033","W","U","UN","25-44","LENOIR","11/06/2018","DEM",2,"DEM",12,"U"
"42034","W","U","UN","25-44","LENOIR","11/06/2018","REP",8,"REP",42,"U"
"42035","W","U","UN","25-44","LENOIR","11/06/2018","UNA",3,"UNA",24,"U"
"42036","W","U","UN","25-44","LINCOLN","11/06/2018","DEM",4,"DEM",32,"U"
"42037","W","U","UN","25-44","LINCOLN","11/06/2018","REP",13,"REP",82,"U"
"42038","W","U","UN","25-44","LINCOLN","11/06/2018","UNA",7,"UNA",52,"U"
"42039","W","U","UN","25-44","MACON","11/06/2018","DEM",1,"DEM",4,"U"
"42040","W","U","UN","25-44","MACON","11/06/2018","REP",1,"REP",10,"U"
"42041","W","U","UN","25-44","MADISON","11/06/2018","DEM",10,"DEM",42,"U"
"42042","W","U","UN","25-44","MADISON","11/06/2018","GRE",1,"GRE",2,"U"
"42043","W","U","UN","25-44","MADISON","11/06/2018","REP",2,"REP",36,"U"
"42044","W","U","UN","25-44","MADISON","11/06/2018","UNA",3,"UNA",40,"U"
"42045","W","U","UN","25-44","MARTIN","11/06/2018","REP",1,"REP",6,"U"
"42046","W","U","UN","25-44","MECKLENBURG","11/06/2018","DEM",91,"DEM",546,"U"
"42047","W","U","UN","25-44","MECKLENBURG","11/06/2018","LIB",2,"LIB",30,"U"
"42048","W","U","UN","25-44","MECKLENBURG","11/06/2018","REP",74,"REP",602,"U"
"42049","W","U","UN","25-44","MECKLENBURG","11/06/2018","UNA",104,"UNA",704,"U"
"42050","W","U","UN","25-44","MITCHELL","11/06/2018","DEM",3,"DEM",12,"U"
"42051","W","U","UN","25-44","MITCHELL","11/06/2018","REP",1,"REP",16,"U"
"42052","W","U","UN","25-44","MITCHELL","11/06/2018","UNA",1,"UNA",10,"U"
"42053","W","U","UN","25-44","MONTGOMERY","11/06/2018","LIB",1,"LIB",2,"U"
"42054","W","U","UN","25-44","MOORE","11/06/2018","DEM",3,"DEM",6,"U"
"42055","W","U","UN","25-44","MOORE","11/06/2018","UNA",2,"UNA",4,"U"
"42056","W","U","UN","25-44","NASH","11/06/2018","DEM",5,"DEM",22,"U"
"42057","W","U","UN","25-44","NASH","11/06/2018","REP",5,"REP",32,"U"
"42058","W","U","UN","25-44","NASH","11/06/2018","UNA",4,"UNA",32,"U"
"42059","W","U","UN","25-44","NEW HANOVER","11/06/2018","DEM",114,"DEM",668,"U"
"42060","W","U","UN","25-44","NEW HANOVER","11/06/2018","LIB",5,"LIB",36,"U"
"42061","W","U","UN","25-44","NEW HANOVER","11/06/2018","REP",66,"REP",638,"U"
"42062","W","U","UN","25-44","NEW HANOVER","11/06/2018","UNA",103,"UNA",1024,"U"
"42063","W","U","UN","25-44","NORTHAMPTON","11/06/2018","UNA",3,"UNA",16,"U"
"42064","W","U","UN","25-44","ONSLOW","11/06/2018","DEM",9,"DEM",90,"U"
"42065","W","U","UN","25-44","ONSLOW","11/06/2018","LIB",1,"LIB",6,"U"
"42066","W","U","UN","25-44","ONSLOW","11/06/2018","REP",18,"REP",326,"U"
"42067","W","U","UN","25-44","ONSLOW","11/06/2018","UNA",11,"UNA",238,"U"
"42068","W","U","UN","25-44","ORANGE","11/06/2018","DEM",41,"DEM",304,"U"
"42069","W","U","UN","25-44","ORANGE","11/06/2018","LIB",1,"LIB",8,"U"
"42070","W","U","UN","25-44","ORANGE","11/06/2018","REP",8,"REP",146,"U"
"42071","W","U","UN","25-44","ORANGE","11/06/2018","UNA",31,"UNA",268,"U"
"42072","W","U","UN","25-44","PAMLICO","11/06/2018","DEM",1,"DEM",6,"U"
"42073","W","U","UN","25-44","PAMLICO","11/06/2018","REP",2,"REP",14,"U"
"42074","W","U","UN","25-44","PAMLICO","11/06/2018","UNA",2,"UNA",10,"U"
"42075","W","U","UN","25-44","PASQUOTANK","11/06/2018","DEM",1,"DEM",22,"U"
"42076","W","U","UN","25-44","PASQUOTANK","11/06/2018","REP",2,"REP",32,"U"
"42077","W","U","UN","25-44","PASQUOTANK","11/06/2018","UNA",3,"UNA",52,"U"
"42078","W","U","UN","25-44","PENDER","11/06/2018","DEM",1,"DEM",20,"U"
"42079","W","U","UN","25-44","PENDER","11/06/2018","REP",9,"REP",36,"U"
"42080","W","U","UN","25-44","PENDER","11/06/2018","UNA",2,"UNA",30,"U"
"42081","W","U","UN","25-44","PITT","11/06/2018","DEM",7,"DEM",68,"U"
"42082","W","U","UN","25-44","PITT","11/06/2018","REP",3,"REP",98,"U"
"42083","W","U","UN","25-44","PITT","11/06/2018","UNA",13,"UNA",130,"U"
"42084","W","U","UN","25-44","POLK","11/06/2018","DEM",1,"DEM",4,"U"
"42085","W","U","UN","25-44","POLK","11/06/2018","REP",2,"REP",4,"U"
"42086","W","U","UN","25-44","RANDOLPH","11/06/2018","DEM",3,"DEM",20,"U"
"42087","W","U","UN","25-44","RANDOLPH","11/06/2018","LIB",1,"LIB",6,"U"
"42088","W","U","UN","25-44","RANDOLPH","11/06/2018","REP",14,"REP",100,"U"
"42089","W","U","UN","25-44","RANDOLPH","11/06/2018","UNA",4,"UNA",44,"U"
"42090","W","U","UN","25-44","RICHMOND","11/06/2018","REP",2,"REP",16,"U"
"42091","W","U","UN","25-44","RICHMOND","11/06/2018","UNA",2,"UNA",16,"U"
"42092","W","U","UN","25-44","ROBESON","11/06/2018","REP",1,"REP",6,"U"
"42093","W","U","UN","25-44","ROWAN","11/06/2018","DEM",6,"DEM",36,"U"
"42094","W","U","UN","25-44","ROWAN","11/06/2018","REP",7,"REP",58,"U"
"42095","W","U","UN","25-44","ROWAN","11/06/2018","UNA",10,"UNA",80,"U"
"42096","W","U","UN","25-44","RUTHERFORD","11/06/2018","DEM",1,"DEM",16,"U"
"42097","W","U","UN","25-44","RUTHERFORD","11/06/2018","REP",3,"REP",44,"U"
"42098","W","U","UN","25-44","RUTHERFORD","11/06/2018","UNA",5,"UNA",46,"U"
"42099","W","U","UN","25-44","SAMPSON","11/06/2018","DEM",3,"DEM",18,"U"
"42100","W","U","UN","25-44","SAMPSON","11/06/2018","REP",3,"REP",30,"U"
"42101","W","U","UN","25-44","SAMPSON","11/06/2018","UNA",4,"UNA",26,"U"
"42102","W","U","UN","25-44","SCOTLAND","11/06/2018","DEM",1,"DEM",8,"U"
"42103","W","U","UN","25-44","SCOTLAND","11/06/2018","UNA",1,"UNA",16,"U"
"42104","W","U","UN","25-44","STANLY","11/06/2018","DEM",3,"DEM",16,"U"
"42105","W","U","UN","25-44","STANLY","11/06/2018","LIB",1,"LIB",2,"U"
"42106","W","U","UN","25-44","STANLY","11/06/2018","REP",3,"REP",30,"U"
"42107","W","U","UN","25-44","STANLY","11/06/2018","UNA",7,"UNA",40,"U"
"42108","W","U","UN","25-44","STOKES","11/06/2018","REP",1,"REP",2,"U"
"42109","W","U","UN","25-44","SURRY","11/06/2018","DEM",2,"DEM",16,"U"
"42110","W","U","UN","25-44","SURRY","11/06/2018","REP",11,"REP",44,"U"
"42111","W","U","UN","25-44","SURRY","11/06/2018","UNA",13,"UNA",46,"U"
"42112","W","U","UN","25-44","TRANSYLVANIA","11/06/2018","DEM",8,"DEM",44,"U"
"42113","W","U","UN","25-44","TRANSYLVANIA","11/06/2018","REP",3,"REP",30,"U"
"42114","W","U","UN","25-44","TRANSYLVANIA","11/06/2018","UNA",7,"UNA",42,"U"
"42115","W","U","UN","25-44","UNION","11/06/2018","DEM",8,"DEM",44,"U"
"42116","W","U","UN","25-44","UNION","11/06/2018","REP",14,"REP",100,"U"
"42117","W","U","UN","25-44","UNION","11/06/2018","UNA",12,"UNA",88,"U"
"42118","W","U","UN","25-44","VANCE","11/06/2018","DEM",2,"DEM",18,"U"
"42119","W","U","UN","25-44","VANCE","11/06/2018","REP",1,"REP",4,"U"
"42120","W","U","UN","25-44","VANCE","11/06/2018","UNA",1,"UNA",10,"U"
"42121","W","U","UN","25-44","WAKE","11/06/2018","DEM",399,"DEM",1460,"U"
"42122","W","U","UN","25-44","WAKE","11/06/2018","GRE",2,"GRE",6,"U"
"42123","W","U","UN","25-44","WAKE","11/06/2018","LIB",8,"LIB",60,"U"
"42124","W","U","UN","25-44","WAKE","11/06/2018","REP",212,"REP",1228,"U"
"42125","W","U","UN","25-44","WAKE","11/06/2018","UNA",383,"UNA",1918,"U"
"42126","W","U","UN","25-44","WARREN","11/06/2018","UNA",2,"UNA",12,"U"
"42127","W","U","UN","25-44","WASHINGTON","11/06/2018","REP",1,"REP",8,"U"
"42128","W","U","UN","25-44","WATAUGA","11/06/2018","DEM",11,"DEM",42,"U"
"42129","W","U","UN","25-44","WATAUGA","11/06/2018","REP",1,"REP",34,"U"
"42130","W","U","UN","25-44","WATAUGA","11/06/2018","UNA",9,"UNA",78,"U"
"42131","W","U","UN","25-44","WAYNE","11/06/2018","DEM",5,"DEM",58,"U"
"42132","W","U","UN","25-44","WAYNE","11/06/2018","REP",8,"REP",114,"U"
"42133","W","U","UN","25-44","WAYNE","11/06/2018","UNA",12,"UNA",82,"U"
"42134","W","U","UN","25-44","WILKES","11/06/2018","DEM",9,"DEM",34,"U"
"42135","W","U","UN","25-44","WILKES","11/06/2018","REP",9,"REP",68,"U"
