"","state","county","cz","czname","hhinc_mean2000","mean_commutetime2000","frac_coll_plus2000","frac_coll_plus2010","foreign_share2010","med_hhinc1990","med_hhinc2016","poor_share2010","poor_share2000","poor_share1990","share_white2010","share_black2010","share_hisp2010","share_asian2010","share_black2000","share_white2000","share_hisp2000","share_asian2000","gsmn_math_g3_2013","rent_twobed2015","singleparent_share2010","singleparent_share1990","singleparent_share2000","traveltime15_2010","emp2000","mail_return_rate2010","ln_wage_growth_hs_grad","popdensity2010","popdensity2000","ann_avg_job_growth_2004_2013","job_density_2013","county_name","district","split","X","County.18.","Clinton.percentage","Clinton.Votes","Trump.percentage","Trump.Votes","Johnson.percentage","Johnson.Votes","Write.in.percentage","Write.in.Votes","Stein.percentage","Stein.Votes","Totals","Republican.percentage"
"85",37,155,1400,"Fayetteville",53104.91,27.268614,0.11503849,0.1235174,0.055483144,19921.8867464671,31834.8715043826,0.30094361,0.22797322,0.23291591,0.26951286,0.25020126,0.081479937,0.0051115942,0.24151693,0.30772597,0.049589008,0.0030284345,2.4852026,559.0603,0.51275373,0.31849438,0.41179428,0.28882289,0.53013057,73.393478,0.013715168,141.34492,129.93666,-0.0051220814,48.396374,"Robeson",9,"",155,"Robeson",0.4654," 19,016.0000 ",0.5082," 20,762.0000 ",0.0197," 803.0000 ",0.0062," 252.0000 "," 0.0006 "," 25.0000 "," 40,858.00 ",0.828990228013029
"86",37,157,500,"Greensboro",62437.688,27.252188,0.10923325,0.12516277,0.037205841,26715.292369015,40689.9861602042,0.15534699,0.12657666,0.11686523,0.7341072,0.19636278,0.055092212,0.0036176778,0.19123678,0.76877558,0.030440001,0.0022512591,3.1379588,566.91528,0.37578216,0.2230991,0.28796804,0.29615068,0.5844171,83.495781,0.067944333,165.57805,162.57228,-0.011890799,67.325371,"Rockingham",10,"",157,"Rockingham",0.3365," 14,228.0000 ",0.6346," 26,830.0000 ",0.0206," 871.0000 ",0.007," 294.0000 "," 0.0013 "," 55.0000 "," 42,278.00 ",0.506331459633084
"87",37,159,900,"Charlotte",66840.383,24.449646,0.14047213,0.16934496,0.051987495,26999.6922181534,44843.5382437079,0.16318624,0.10587604,0.089491002,0.73674399,0.1671266,0.076891959,0.0059953802,0.15375826,0.78795624,0.040867303,0.0050562019,3.1035652,667.60498,0.30988491,0.2194984,0.29189059,0.31830174,0.60982108,80.250404,0.0007422145,270.69815,254.88194,-0.011035459,111.45267,"Rowan",13,"",159,"Rowan",0.3014," 19,400.0000 ",0.6651," 42,810.0000 ",0.0236," 1,517.0000 ",0.0088," 564.0000 "," 0.0012 "," 78.0000 "," 64,369.00 ",0.379260543038706
"88",37,161,800,"Gastonia",57867.332,23.322552,0.1236814,0.14301506,0.025250277,24227.4020125093,36102.4459961658,0.20665617,0.1382412,0.12050008,0.8413803,0.1103377,0.035348769,0.0037297369,0.11258019,0.86020064,0.01778906,0.0028249442,3.7174315,557.2262,0.33097804,0.2175035,0.28170377,0.33647674,0.57060897,84.862534,0.12468289,120.19832,111.49865,-0.018798459,40.838356,"Rutherford-a",5,"y",161,"Rutherford",0.248," 7,515.0000 ",0.7216," 21,869.0000 ",0.0206," 624.0000 ",0.0086," 261.0000 "," 0.0013 "," 39.0000 "," 30,308.00 ",0.458523204884307
"89",37,161,800,"Gastonia",57867.332,23.322552,0.1236814,0.14301506,0.025250277,24227.4020125093,36102.4459961658,0.20665617,0.1382412,0.12050008,0.8413803,0.1103377,0.035348769,0.0037297369,0.11258019,0.86020064,0.01778906,0.0028249442,3.7174315,557.2262,0.33097804,0.2175035,0.28170377,0.33647674,0.57060897,84.862534,0.12468289,120.19832,111.49865,-0.018798459,40.838356,"Rutherford-b",11,"y",161,"Rutherford",0.248," 7,515.0000 ",0.7216," 21,869.0000 ",0.0206," 624.0000 ",0.0086," 261.0000 "," 0.0013 "," 39.0000 "," 30,308.00 ",0.458523204884307
"90",37,163,1800,"Goldsboro",58674.039,26.302811,0.11006812,0.12246555,0.095272936,20208.3201286885,37368.3613375163,0.20365854,0.17517082,0.20251957,0.53213727,0.27499172,0.16458829,0.0030426763,0.29644826,0.57181662,0.1074341,0.0029472087,3.5267112,547.77942,0.37842351,0.25009868,0.29771176,0.33928591,0.57333392,79.618179,0.030157551,67.141151,63.681015,-0.010047238,28.859762,"Sampson",7,"",163,"Sampson",0.4068," 10,547.0000 ",0.5723," 14,838.0000 ",0.0152," 393.0000 ",0.0058," 150.0000 "," -   "," -   "," 25,928.00 ",0.513450345996975
"91",37,165,1400,"Fayetteville",61182.898,22.157301,0.15806073,0.13978624,0.018361349,23668.4654980162,30759.5534751224,0.29309192,0.2027985,0.17857093,0.45924717,0.39192963,0.020853501,0.0049136863,0.36566263,0.51691806,0.011583152,0.0046301414,3.8202059,602.04944,0.49851274,0.28903303,0.42331448,0.40061721,0.53419739,77.891502,0.13874342,113.39993,112.79841,-0.030233517,32.630276,"Scotland",9,"",165,"Scotland",0.5255," 7,319.0000 ",0.4492," 6,256.0000 ",0.0182," 254.0000 ",0.0052," 73.0000 "," 0.0019 "," 26.0000 "," 13,928.00 ",0.780818053596615
"92",37,167,900,"Charlotte",66100,26.805487,0.12669978,0.1553046,0.028025884,25811.3850613664,44356.2327638854,0.1250035,0.10579604,0.10736099,0.82325655,0.11478089,0.035751425,0.0042792833,0.11368109,0.84042233,0.021253483,0.0034061898,3.7368567,624.6601,0.21425907,0.18747865,0.24381073,0.3269977,0.61931276,81.909065,NA,153.34636,147.05659,-0.0036558206,67.068939,"Stanly",8,"",167,"Stanly",0.2371," 7,094.0000 ",0.7342," 21,964.0000 ",0.0222," 664.0000 ",0.0056," 169.0000 "," 0.0009 "," 26.0000 "," 29,917.00 ",0.359687228496959
"93",37,169,401,"Winston-Salem",66558.922,31.375854,0.09346775,0.10848697,0.014287378,27902.2205635633,42609.7086137423,0.1221305,0.090710029,0.097187147,0.91658401,0.044788085,0.026455138,0.0023932923,0.047031809,0.92623174,0.018753342,0.0018217687,3.7277863,554.74506,0.28284523,0.14547412,0.22647706,0.19169684,0.63780546,83.120743,0.10618838,105.60379,99.582298,-0.0108481,45.531204,"Stokes",10,"",169,"Stokes",0.2069," 4,665.0000 ",0.759," 17,116.0000 ",0.0253," 571.0000 ",0.0077," 173.0000 "," 0.0011 "," 25.0000 "," 22,550.00 ",0.317182111155086
"94",37,171,401,"Winston-Salem",61707.5,25.763081,0.11835366,0.14741477,0.058605291,23834.818020144,38208.9569855985,0.17020109,0.12461782,0.11439629,0.84985,0.040747628,0.097118348,0.0034632096,0.04156654,0.88068795,0.065304108,0.0020475241,3.7917874,579.10486,0.28804389,0.1499303,0.22652906,0.3144682,0.61103362,83.679665,NA,138.43988,133.81294,-0.0098282387,57.326099,"Surry",10,"",171,"Surry",0.2326," 9,005.0000 ",0.7352," 23,671.0000 ",0.023," 739.0000 ",0.0078," 250.0000 "," 0.0015 "," 48.0000 "," 32,196.00 ",0.398093782675139
"95",37,173,1202,"Sylva",54034.414,21.000074,0.13535516,0.18478489,0.027871747,16037.0045061154,33823.3041985552,0.22996892,0.18234524,0.27991325,0.65574712,0.0095129106,0.038623847,0.0039670723,0.017676773,0.65776336,0.014807357,0.001396595,3.0163126,558.3656,0.25475016,0.29750818,0.33941326,0.40205511,0.5243178,82.992271,-0.12955625,71.552132,66.35865,-0.0070832693,10.95084,"Swain",11,"",173,"Swain",0.3586," 2,196.0000 ",0.5824," 3,566.0000 ",0.0392," 240.0000 ",0.015," 92.0000 "," 0.0047 "," 27.0000 "," 6,123.00 ",0.595888811025461
"96",37,175,1203,"Asheville",68152.266,23.442387,0.23482764,0.26499733,0.035241816,25466.3849524656,44298.5025989725,0.14206201,0.094246313,0.13201521,0.90809911,0.046267755,0.029132668,0.0035242487,0.04666153,0.93041974,0.010199449,0.0033585685,3.458616,679.62317,0.24252872,0.1811613,0.26474991,0.39057842,0.52205634,83.021286,0.0057387245,87.417572,77.494926,0.0098851509,32.771683,"Transylvania",11,"",175,"Transylvania",0.367," 6,558.0000 ",0.5887," 10,520.0000 ",0.0274," 489.0000 ",0.0123," 220.0000 "," 0.0046 "," 82.0000 "," 17,869.00 ",0.442071026722925
"97",37,177,2100,"Washington",51374.512,33.985657,0.10608204,0.083528034,0.033150434,16363,32165,0.21907216,0.23318988,0.25032458,0.53324258,0.38779214,0.054458816,0.016840678,0.39696312,0.5550735,0.03615329,0.0067712096,3.2308824,580,0.50995022,0.24468085,0.37585422,0.38284519,0.47186276,79.699997,0.29434457,11.32803,10.66485,-0.043477464,3.4958293,"Tyrrell",3,"",177,"Tyrrell",0.414," 720.0000 ",0.5607," 975.0000 ",0.0161," 28.0000 ",0.0063," 11.0000 "," 0.0029 "," 5.0000 "," 1,739.00 ",0.799684542586751
"98",37,179,900,"Charlotte",95888.594,30.937113,0.24614529,0.29945397,0.081593476,33381.2613090825,75650.5691930131,0.083980739,0.069078647,0.072201706,0.74567294,0.12194225,0.10416211,0.014614268,0.1048599,0.83110136,0.048338667,0.0059433351,4.4115682,718.70392,0.21066767,0.15790427,0.17598882,0.19313875,0.68896753,83.272469,0.019253256,318.74057,195.84515,0.031464264,156.3886,"Union",9,"",179,"Union",0.3248," 34,335.0000 ",0.631," 66,705.0000 ",0.0315," 3,327.0000 ",0.0111," 1,176.0000 "," 0.0015 "," 163.0000 "," 105,706.00 ",0.357678275290216
"99",37,181,1702,"Henderson",59094.477,24.050226,0.10302327,0.10525289,0.036764577,23686.8637224253,33262.5258465061,0.27537212,0.19800167,0.18819059,0.42052308,0.50213552,0.067170098,0.0038350041,0.4728469,0.47511965,0.043565158,0.0035344714,3.1728728,586.73047,0.54918033,0.30686304,0.40360969,0.34733921,0.56693292,79.887672,0.05569315,179.16748,169.43242,-0.0092457123,63.289642,"Vance-a",4,"y",181,"Vance",0.6122," 12,229.0000 ",0.367," 7,332.0000 ",0.0147," 294.0000 ",0.0049," 97.0000 "," 0.0013 "," 25.0000 "," 19,977.00 ",0.819907735982967
"100",37,181,1702,"Henderson",59094.477,24.050226,0.10302327,0.10525289,0.036764577,23686.8637224253,33262.5258465061,0.27537212,0.19800167,0.18819059,0.42052308,0.50213552,0.067170098,0.0038350041,0.4728469,0.47511965,0.043565158,0.0035344714,3.1728728,586.73047,0.54918033,0.30686304,0.40360969,0.34733921,0.56693292,79.887672,0.05569315,179.16748,169.43242,-0.0092457123,63.289642,"Vance-b",1,"y",181,"Vance",0.6122," 12,229.0000 ",0.367," 7,332.0000 ",0.0147," 294.0000 ",0.0049," 97.0000 "," 0.0013 "," 25.0000 "," 19,977.00 ",0.819907735982967
"101",37,183,1701,"Raleigh",102325.53,26.983032,0.43106964,0.46997371,0.12732926,38459.5672620525,76161.1412991239,0.10341379,0.077295601,0.078228153,0.62213135,0.21248445,0.097583443,0.047488321,0.19861589,0.70449775,0.051135547,0.03049482,4.5637074,947.07843,0.2739296,0.18058215,0.23321104,0.23065276,0.71560019,80.624947,0.078087159,1078.7455,751.61407,0.028469998,575.38287,"Wake-a",2,"y",183,"Wake",0.5738," 302,569.0000 ",0.3716," 195,984.0000 ",0.0369," 19,445.0000 ",0.0144," 7,600.0000 "," 0.0033 "," 1,739.0000 "," 527,337.00 ",0.574975378484231
"102",37,183,1701,"Raleigh",102325.53,26.983032,0.43106964,0.46997371,0.12732926,38459.5672620525,76161.1412991239,0.10341379,0.077295601,0.078228153,0.62213135,0.21248445,0.097583443,0.047488321,0.19861589,0.70449775,0.051135547,0.03049482,4.5637074,947.07843,0.2739296,0.18058215,0.23321104,0.23065276,0.71560019,80.624947,0.078087159,1078.7455,751.61407,0.028469998,575.38287,"Wake-b",4,"y",183,"Wake",0.5738," 302,569.0000 ",0.3716," 195,984.0000 ",0.0369," 19,445.0000 ",0.0144," 7,600.0000 "," 0.0033 "," 1,739.0000 "," 527,337.00 ",0.574975378484231
"103",37,185,1702,"Henderson",54086.762,31.232512,0.11367737,0.13980141,0.025426622,17609.3303452222,33873.8228590502,0.27544528,0.19565947,0.28335965,0.3800782,0.53113675,0.032996375,0.0020980355,0.54556048,0.38665801,0.015945489,0.001092223,2.3979063,603.51862,0.3938587,0.32879552,0.37375444,0.24264677,0.45976162,82.692177,0.1139105,48.947735,46.613777,-0.01821986,15.173051,"Warren",1,"",185,"Warren",0.6517," 6,419.0000 ",0.3264," 3,215.0000 ",0.0149," 147.0000 ",0.007," 69.0000 "," -   "," -   "," 9,850.00 ",0.837142857142857
"104",37,187,2100,"Washington",55730.566,28.416012,0.11678353,0.11664514,0.01382168,21897.4562985647,31466.5500453583,0.25851369,0.21925756,0.20535272,0.45343211,0.50173873,0.035228305,0.002797097,0.49277756,0.47676376,0.022597006,0.0032426785,2.0118256,657,0.47153449,0.31465164,0.39700866,0.38880387,0.51046634,81.80587,0.073683381,37.996864,39.418728,-0.022353975,13.328201,"Washington",1,"",187,"Washington",0.5693," 3,509.0000 ",0.416," 2,564.0000 ",0.0105," 65.0000 ",0.0041," 25.0000 "," 0.0002 "," 1.0000 "," 6,164.00 ",0.841326228537596
"105",37,189,1001,"Boone",61021.621,20.953135,0.36844417,0.40591702,0.030586334,19482.7271337693,36756.54415709,0.27866641,0.19537142,0.23206018,0.92539006,0.020066954,0.033536289,0.0080820192,0.017707987,0.95348084,0.014917635,0.0051188166,4.2669044,821.02448,0.21799728,0.16613507,0.23006971,0.46373987,0.59366584,78.348747,NA,163.42299,136.72267,0.016630884,80.730873,"Watauga",5,"",189,"Watauga",0.4715," 14,138.0000 ",0.4568," 13,697.0000 ",0.0446," 1,336.0000 ",0.018," 539.0000 "," 0.0092 "," 275.0000 "," 29,985.00 ",0.449771943486483
"106",37,191,1800,"Goldsboro",64129.492,22.941278,0.15040982,0.16191763,0.06340342,24704.3249627643,43110.2215734405,0.18446389,0.13406482,0.13959558,0.55630672,0.32088596,0.099182047,0.009555731,0.31189108,0.61912245,0.050743569,0.0079751844,2.8634505,646.54547,0.38652879,0.23703715,0.33314043,0.35706386,0.55896175,79.944839,-0.018205063,221.70573,204.89055,0.0049015842,91.341537,"Wayne",1,"",191,"Wayne",0.4295," 21,769.0000 ",0.5433," 27,540.0000 ",0.019," 963.0000 ",0.0076," 383.0000 "," 0.0007 "," 33.0000 "," 50,688.00 ",0.556101778656127
"107",37,193,601,"North Wilkesboro",61884.641,25.213221,0.11329409,0.12268426,0.032907065,22498.4487565372,35684.2094462071,0.19159874,0.11827184,0.13238418,0.88818866,0.046163831,0.054398615,0.0039544273,0.042476725,0.9156509,0.03386553,0.0030981216,3.2392614,516.89362,0.2507748,0.16758031,0.23240951,0.29868197,0.60508257,82.876228,-0.049255662,91.92897,86.964684,-0.014734822,36.164383,"Wilkes",5,"",193,"Wilkes",0.2121," 6,638.0000 ",0.7589," 23,752.0000 ",0.0207," 647.0000 ",0.0073," 228.0000 "," 0.0010 "," 31.0000 "," 31,296.00 ",0.287454323995128
"108",37,195,1600,"Wilson",65154.527,22.07762,0.15827565,0.17673011,0.067410395,26911.2398493726,42242.111098801,0.2079709,0.16925411,0.1721494,0.49433735,0.39493316,0.095083341,0.00780513,0.35933188,0.57664186,0.053632606,0.0039192331,3.0684364,669.55133,0.4127439,0.29293329,0.34729254,0.42564508,0.59919065,79.662498,0.07853695,220.63844,200.48509,-0.005951636,91.431564,"Wilson",1,"",195,"Wilson",0.5156," 19,663.0000 ",0.4597," 17,531.0000 ",0.0175," 667.0000 ",0.0067," 256.0000 "," 0.0005 "," 18.0000 "," 38,135.00 ",0.663158578574677
"109",37,197,401,"Winston-Salem",65785.07,28.287024,0.10238934,0.11258688,0.054441731,25427.9786953411,38873.9245951153,0.14602064,0.099727757,0.11974014,0.85981357,0.034942456,0.097614959,0.0019050842,0.034734927,0.89267725,0.0649902,0.0015090181,3.8223295,593.32538,0.2348531,0.198226,0.21858396,0.27744532,0.62196696,83.929489,0.063958138,114.70332,108.55691,-0.010269035,49.269924,"Yadkin",10,"",197,"Yadkin",0.1793," 3,160.0000 ",0.7876," 13,880.0000 ",0.0226," 398.0000 ",0.0086," 152.0000 "," 0.0019 "," 34.0000 "," 17,624.00 ",0.205358457235389
"110",37,199,1002,"Morganton",54555.742,28.620979,0.13183267,0.15346335,0.046935119,19204.2394174975,36621.9375911999,0.18639818,0.15736082,0.18770348,0.93456054,0.0093725445,0.04568414,0.0016275677,0.0069919368,0.95863801,0.026448119,0.0013120552,3.1076233,613.84326,0.16987306,0.15156153,0.18508098,0.26458079,0.53824353,84.345451,0.20254728,56.999908,56.861027,-0.0047157258,22.597786,"Yancey",11,"",199,"Yancey",0.3209," 3,196.0000 ",0.6411," 6,385.0000 ",0.0262," 261.0000 ",0.0077," 77.0000 "," 0.0041 "," 41.0000 "," 9,960.00 ",0.504831548707234
